Crop,N,P,K,pH,rainfall,temperature
rice,80,40,40,5.44,330.0,29.33333333
grapes,20,125,200,4.036100098370614,1557.9932337495354,22.839635336117198
papaya,50,50,50,5.833975793723082,2781.293255516277,27.994047353678827
papaya,50,50,50,6.148705679507045,1192.4217981819759,28.884783983643953
ladyfinger,80,10,40,6.493626020502558,1116.9590995868753,28.614855862299187
banana,100,75,50,6.453936103760526,2564.2478464823907,27.260320711808003
cabbage,100,65,70,6.592133283370132,1118.1368497282042,28.491337520112094
cotton,120,40,20,5.567177748743043,532.8701699948982,33.05797848357919
sunflower,50,60,30,5.42,199.2125,21.3
tomato,100,40,90,6.007044919611845,719.814694926114,26.4929735327894
pumpkin,80,50,30,5.649257794073277,881.9302976372679,27.674251885670508
sweetpotato,90,20,120,4.863665304449902,2877.803136645623,27.05220699561956
jowar,80,40,40,5.432100327686151,78.56744666587562,25.662500543506674
jute,80,40,40,5.3090620840666505,856.7911830865138,33.39905743352306
radish,25,100,50,5.838019383500372,1278.3773432259381,25.933275080421737
ladyfinger,80,10,40,6.449504290281821,1010.8956080850814,27.699742365339016
soyabean,20,60,20,5.469492603984959,921.670497595342,30.347115756774947
drumstick,40,20,10,6.3090026741218335,2721.221350770029,27.921826309957197
blackpepper,100,60,50,4.905639795757977,2229.238974193646,24.600891269683306
sunflower,50,60,30,5.460016021450205,52.13370334404492,25.91181797010926
coriander,10,20,20,6.670504751475449,641.4265827707567,28.37975340923079
cotton,120,40,20,5.5,579.75,34.01
pumpkin,80,50,30,5.616282304859596,885.2817038848067,27.63700391076604
orange,20,10,10,4.1050788012593555,1003.4207720251059,28.696798522885533
cotton,120,40,20,5.359901644213718,152.70554249734744,26.790607936633624
coriander,10,20,20,6.3231651747828765,777.2148634861448,28.670818801563506
drumstick,40,20,10,6.60443216353501,1127.958786437908,27.64522950695642
brinjal,80,15,40,6.423728963187798,2879.0079283310324,27.801378734005507
maize,80,40,20,5.62,664.94,22.03333333
banana,100,75,50,6.453073275777677,2187.1267756288203,24.332380961236186
mango,20,20,30,5.084896969147739,1426.6105969364314,26.31440844176017
blackpepper,100,60,50,4.8747322166641425,1606.6335580547318,22.576781069800187
cucumber,60,60,85,6.416730400549822,1036.7866626055636,28.206051121355415
grapes,20,125,200,3.9366726561081515,762.9122213978115,26.612262690666665
pineapple,160,40,120,6.660673054875273,872.215738643785,27.844490187993614
bittergourd,60,10,20,6.411486571563388,1224.5522323318842,26.161739628653965
pineapple,160,40,120,6.384009650965673,2039.627592608079,22.464766306870096
sweetpotato,90,20,120,4.8326949447668435,1003.7664181084901,33.143801673923655
cauliflower,80,70,50,6.4,884.5,27.65454545
maize,80,40,20,5.64,1145.22,28.5
bottlegourd,100,50,50,6.630210602835112,1365.6077573177856,26.12875918066777
drumstick,40,20,10,6.4543410987462675,831.7180010031316,27.641632367565578
banana,100,75,50,6.68,1603.2375,22.89090909
orange,20,10,10,4.139792487362533,1152.8944477506489,28.081332591233938
rice,80,40,40,5.56,182.5,29.2
jute,80,40,40,5.423941459049391,1240.6588043973436,28.297194965089414
bittergourd,60,10,20,6.691504939650586,1318.347532813361,25.93654124158032
rice,80,40,40,5.64,654.34,29.26666667
sunflower,50,60,30,5.608439251525107,1041.1121335405262,30.845152185200693
pineapple,160,40,120,6.495455494411673,2865.248388344049,27.79472879059206
cabbage,100,65,70,6.4709497480685405,1117.2651449436623,28.861746319667603
brinjal,80,15,40,6.354487884678553,1007.2989315412192,29.08544705387568
potato,180,60,90,5.149816929998224,1152.29795211079,29.14069514283935
jute,80,40,40,5.379935306186174,435.3752851342356,22.611535136355947
jute,80,40,40,5.59855659925875,1509.7909192812701,27.184528432724356
blackpepper,100,60,50,4.96108081604888,2226.2843085222626,23.31208483101347
sunflower,50,60,30,5.4247152489327375,171.419058461823,29.72909135760354
orange,20,10,10,3.9624591682047874,888.1732400080896,27.557428583400334
orange,20,10,10,3.9041905113931206,2033.6468238494467,23.506441458642783
cabbage,100,65,70,6.336807078043165,1113.1341268674144,28.656274175438348
cauliflower,80,70,50,6.5351183495786165,1127.6389384332654,28.430309275487367
banana,100,75,50,6.559471988901737,852.2937144506404,27.54801515536144
jackfruit,75,40,50,4.833616504038404,1482.2527427472357,26.111960717252067
bottlegourd,100,50,50,6.502108972662775,1058.0646390682703,28.028365287051447
sunflower,50,60,30,5.38,579.75,34.01
potato,180,60,90,4.9,75.32,22.676
blackpepper,100,60,50,4.859381098378862,716.0979194576681,27.87488996166063
garlic,50,10,60,5.6810084791323145,561.7005983097259,29.399628696830803
pineapple,160,40,120,6.422741109952208,2150.404470603658,24.083853379948618
drumstick,40,20,10,6.59506835930847,1023.0235354097558,27.651719318253463
bittergourd,60,10,20,6.412118582250886,799.9102023595366,27.418776169032203
cotton,120,40,20,5.639829640600831,326.9342438295696,30.297265158424185
ladyfinger,80,10,40,6.503779593636975,1082.0733867137906,28.763571667160672
grapes,20,125,200,3.9938642796530806,867.9228551009052,27.574722921254327
blackpepper,100,60,50,4.8278612896544715,3401.6347122469388,26.778778641175048
papaya,50,50,50,5.871505154016725,1076.566569863322,27.601874867250416
onion,120,60,65,5.86,1111.68,28.64818182
cauliflower,80,70,50,6.406450488776892,1107.0379986802732,28.739880144089735
coriander,10,20,20,6.532755289961137,1586.3306925673546,23.11119095882797
potato,180,60,90,4.915036930824733,115.52390550981717,10.786871644125416
onion,120,60,65,6.136192627999361,1261.2561140270827,28.15618504416743
blackpepper,100,60,50,4.928387232646227,2171.474350603621,23.639204151654248
sunflower,50,60,30,5.64,34.81,34.66666667
radish,25,100,50,5.835676307416015,1335.7234220152352,26.076245133437133
pineapple,160,40,120,6.600630755886359,1294.1149041074566,25.913649977406646
papaya,50,50,50,5.82,1111.68,28.64818182
tomato,100,40,90,6.021529771803521,1142.7003354658457,28.206898022232497
pineapple,160,40,120,6.328968003445829,2609.6172489004434,27.927213475677704
radish,25,100,50,5.840036980069039,1312.752132213757,26.255512420927438
cauliflower,80,70,50,6.484048588866135,888.3651479636187,27.4566169121968
cabbage,100,65,70,6.569637574009994,1025.638835294978,28.127573745041214
cabbage,100,65,70,6.6645463802442135,1362.8119219683028,25.957817301882855
jowar,80,40,40,5.68,73.47,23.562
bottlegourd,100,50,50,6.458339303748076,1035.2729496238169,27.981114384591343
soyabean,20,60,20,5.46,1011.49,30.43
blackpepper,100,60,50,5.01560017755259,942.2976390892281,27.866705825394313
drumstick,40,20,10,6.346249625332031,889.0914930513411,27.65699433875447
soyabean,20,60,20,5.384058880064712,1219.938848919919,21.762402428580767
soyabean,20,60,20,5.36,1246.715,22.6
jackfruit,75,40,50,4.89028303081326,1418.3545030851947,26.157567913466398
pineapple,160,40,120,6.446319963884251,841.0545209846567,27.718832364276384
sunflower,50,60,30,5.56,1166.94,28.33333333
tomato,100,40,90,6.172688432926371,959.5991209046085,28.968473166531084
tomato,100,40,90,6.051888336248951,886.1999275177233,27.362224314074894
cardamom,75,75,150,4.965096683928829,1550.5033639871183,23.0754446934143
sunflower,50,60,30,5.454876701672471,1708.8455332651076,10.7403206371201
soyabean,20,60,20,5.6415598457227105,560.9743629225278,34.330253542260714
banana,100,75,50,6.544520229530782,2061.3915961676744,23.48977346770047
drumstick,40,20,10,6.39009664157095,827.3550185362275,27.641632367565578
jute,80,40,40,5.562644480826999,1041.534438138396,28.032065991688977
cotton,120,40,20,5.659164220636733,735.7017471516544,27.686873870518365
pineapple,160,40,120,6.648377301218256,1030.0251187484355,18.49629243946688
cauliflower,80,70,50,6.445245839711306,1088.7363748568773,28.676841491379907
soyabean,20,60,20,5.38,1151.02,28.03333333
bottlegourd,100,50,50,6.542675820978831,879.0738847567679,27.38735739278057
tomato,100,40,90,5.948356955761021,1601.3838022549894,22.947216491172544
pumpkin,80,50,30,5.621677187229553,885.7909100410486,27.68319196070494
banana,100,75,50,6.53342006881199,232.5938544492112,29.88948357990475
pineapple,160,40,120,6.376030547181046,2172.0023017804347,23.640388699576278
orange,20,10,10,3.869773548356071,826.6848251261572,28.736702959888884
radish,25,100,50,5.93607355784077,1374.1799061697063,26.132751195453118
garlic,50,10,60,5.605106131297622,649.6504021534961,28.360281444087708
coriander,10,20,20,6.390134562312665,637.0826583059338,27.73237982667714
cotton,120,40,20,5.404928103412657,824.4470133130449,29.41290193166753
cotton,120,40,20,5.308882879041651,874.6935281278822,29.44952126416403
jowar,80,40,40,5.48,579.75,34.01
grapes,20,125,200,3.8396894670149733,706.2408939051204,26.540773984451814
sweetpotato,90,20,120,5.126310196571056,1989.8169715710578,22.826524288494173
soyabean,20,60,20,5.604844293382345,1188.365295439274,28.68931545339622
radish,25,100,50,6.056554284568386,1338.0162329439422,25.9871445708197
garlic,50,10,60,5.34793094893159,1044.9767074679653,28.911337822052882
radish,25,100,50,6.08619532649685,1357.102616129397,26.054901196689066
jowar,80,40,40,5.62,73.47,23.562
rice,80,40,40,5.42,1997.12,27.0
rice,80,40,40,5.38,1166.94,28.33333333
maize,80,40,20,5.62,75.32,22.676
cardamom,75,75,150,5.129131906577686,566.5278335216497,27.42320363436976
banana,100,75,50,6.34,810.26,29.95636364
jowar,80,40,40,5.569605769536599,2035.2072425438594,26.02132731903056
garlic,50,10,60,5.414521512671865,1427.0902093667426,19.332712648243852
cotton,120,40,20,5.4640011126119745,807.982010136663,30.11333271986618
cotton,120,40,20,5.4002388644990225,374.2523435822742,29.29046992452464
drumstick,40,20,10,6.6156497870319715,990.3293811285229,27.68116038474834
radish,25,100,50,6.096884496111221,1316.9700428545243,25.971807110111776
tomato,100,40,90,5.938015006638917,1152.130081746957,28.76139426842824
jowar,80,40,40,5.357631726796284,0.0,25.975161591965144
ladyfinger,80,10,40,6.339758157811098,1141.8603045588795,28.604419756290717
bittergourd,60,10,20,6.415088101125815,2863.0833024765316,27.807097750707808
garlic,50,10,60,5.690935770808373,190.559040966954,22.964275649350608
orange,20,10,10,4.043188829413014,2187.0880541531046,24.42342058701884
pumpkin,80,50,30,5.330024131504244,887.1535,27.62454545
jackfruit,75,40,50,5.148552678380453,2898.1928005300706,27.975295433454146
potato,180,60,90,5.029079386323064,2145.285534286624,22.2797911413853
jowar,80,40,40,5.4714344173588305,42.46278432355929,25.88926330123294
jackfruit,75,40,50,5.04652855768786,2898.1928005300706,27.975295433454146
garlic,50,10,60,5.58828829467622,815.2704232138228,30.33956547708326
grapes,20,125,200,3.8438316907746857,891.265045732835,28.906982156483586
soyabean,20,60,20,5.366301866514079,1128.1604598772344,25.60415644065122
sunflower,50,60,30,5.351555019285295,809.9032150233103,27.810437149689008
cotton,120,40,20,5.58,790.98,30.61666667
pineapple,160,40,120,6.601126445551506,1290.752515107245,26.319498122340796
sunflower,50,60,30,5.382848442797918,603.4775586331775,26.62365946036108
brinjal,80,15,40,6.430819736852914,1247.7968009982233,28.888459586791154
cabbage,100,65,70,6.661274234450164,1330.7887694130318,25.92891608545294
drumstick,40,20,10,6.366583796290835,786.420713669711,27.669178709780844
cardamom,75,75,150,5.1410326229621495,1030.7531600992627,27.268315426692535
soyabean,20,60,20,5.53830943141116,507.18660821774085,32.4353520488576
radish,25,100,50,5.86613842292257,919.7735236089602,27.730791299276714
soyabean,20,60,20,5.6580891061057885,627.939853419479,26.768235514288715
tomato,100,40,90,6.027502893062711,1057.8293282852076,28.34841178612376
onion,120,60,65,5.98685695267394,1182.7044360485397,27.89876290950718
garlic,50,10,60,5.554304702651395,843.1382274485652,29.127005106519213
ladyfinger,80,10,40,6.509126358899043,940.2460821310225,29.071209106330606
sweetpotato,90,20,120,4.80924314396811,550.6224200485522,28.394393313049285
cauliflower,80,70,50,6.549390519309286,1085.004602745987,28.567945827550094
drumstick,40,20,10,6.591751145096601,1004.477800985922,27.641632367565578
papaya,50,50,50,5.825914322444793,496.44146905240075,27.518104140447086
soyabean,20,60,20,5.5,1011.49,30.43
radish,25,100,50,5.829856513054672,1318.7676625286872,26.1376797098292
sweetpotato,90,20,120,4.9759484265246146,1158.319723004276,27.910969104343895
orange,20,10,10,4.137260693162073,1080.9071096085447,28.14536401378603
cotton,120,40,20,5.52,411.52,34.73
jowar,80,40,40,5.445440599248557,93.46264936063207,23.215935404147626
radish,25,100,50,5.8275566950415385,1371.9023366223828,26.17497260873977
jackfruit,75,40,50,4.88036200120816,2829.3679015074595,27.975295433454146
grapes,20,125,200,4.123094589667083,1000.9730735213006,27.7487411522143
ladyfinger,80,10,40,6.466973534749492,958.3573155656877,28.395119206154288
brinjal,80,15,40,6.548767604433573,1181.77091659918,28.270002953888596
orange,20,10,10,3.922319358757063,983.0265955489732,29.219102500493122
banana,100,75,50,6.64,2169.32,23.73636364
grapes,20,125,200,3.8462001902668352,1625.05990389727,23.0521311486067
coriander,10,20,20,6.4308833644665055,1120.917848968672,28.95979419954917
soyabean,20,60,20,5.4051424588419446,1171.8251986365997,29.06131644643014
orange,20,10,10,4.100237496972363,932.8229269208371,27.830586361763807
bottlegourd,100,50,50,6.532602885633549,966.9080324681223,29.053045670866144
pineapple,160,40,120,6.54784975446627,2865.10702479626,28.19098029053312
papaya,50,50,50,5.892082386045512,2113.7736967513983,23.553019233921543
rice,80,40,40,5.68,490.74,27.6
blackpepper,100,60,50,4.8889053182803535,1179.9608472090135,19.03384988740717
garlic,50,10,60,5.528210312544566,1577.1696017017039,23.199442479849658
jute,80,40,40,5.355649448439627,1581.7920531643947,27.03535222758204
ladyfinger,80,10,40,6.587498803437284,1060.179056334448,28.061064362320515
cardamom,75,75,150,5.142139710572559,829.1456566880013,27.880967623239965
banana,100,75,50,6.671886554274766,703.0995364693042,29.43020658650458
ladyfinger,80,10,40,6.461224287370226,899.1481671016559,27.717775854714716
sweetpotato,90,20,120,4.8700526576673315,2165.007942001179,23.168004541268687
jackfruit,75,40,50,5.100912111123704,903.1908120731655,27.634873054813134
blackpepper,100,60,50,4.87842383973318,1983.4338705133096,23.839432194978865
coriander,10,20,20,6.54,942.8,28.99454545
cardamom,75,75,150,4.992672578832596,963.7701065876496,27.287540471946723
rice,80,40,40,5.32,207.55,26.43333333
ladyfinger,80,10,40,6.434173678016437,1160.9922897211468,28.609942842686092
sunflower,50,60,30,5.487312774306903,1263.4231070248102,30.122535567542922
cotton,120,40,20,5.663596473082518,451.92757505160637,22.198996860986504
cabbage,100,65,70,6.491477044918702,1146.2096460110076,28.554434900024244
onion,120,60,65,6.02,75.32,22.676
cucumber,60,60,85,6.329579877766148,949.1929161995009,29.060185015049086
radish,25,100,50,6.1071099818436085,1339.4923566773455,26.04524169747072
bittergourd,60,10,20,6.579157323526652,2659.082050652354,27.962954451498135
blackpepper,100,60,50,4.877685171409687,2516.4699667561786,28.580193277670777
cauliflower,80,70,50,6.462360637397996,870.6702299036111,27.75994121270774
potato,180,60,90,5.1,556.2,28.54545455
soyabean,20,60,20,5.454468889008229,1058.7999371263475,25.118080046738584
grapes,20,125,200,4.057064914600029,1527.5130333195673,22.643540695424868
grapes,20,125,200,3.8444925464757334,1631.2652964479428,22.669018507532492
papaya,50,50,50,6.170602077575262,923.3044314033631,28.55945487154875
papaya,50,50,50,5.816284167695287,908.257189605686,27.68098267862541
brinjal,80,15,40,6.481788872784745,1082.3678286619295,28.270989973541603
jowar,80,40,40,5.412908867008833,846.299169038706,31.52182459912234
ladyfinger,80,10,40,6.359920371932805,1074.9316998704876,28.816302997292745
banana,100,75,50,6.4,884.5,27.65454545
sweetpotato,90,20,120,4.879727298196509,1267.4574025304,27.404524644504296
mango,20,20,30,4.942290262993118,1098.72934608999,29.085952193668223
radish,25,100,50,6.117591690902819,1374.1799061697063,26.02212715554878
onion,120,60,65,6.046619932951803,910.4721641528316,27.528251805159954
pumpkin,80,50,30,5.593585105624805,887.1535,27.633037038654972
pumpkin,80,50,30,5.505389113954142,884.4576339512264,27.627604081585748
soyabean,20,60,20,5.54269872504801,1094.97055886321,28.061336782945304
banana,100,75,50,6.663087918799849,963.8672408430639,27.885091550506488
soyabean,20,60,20,5.638645650591677,1225.0630857658118,22.332567342101466
sweetpotato,90,20,120,4.96,2169.32,23.73636364
jute,80,40,40,5.664213421002362,1092.7040727188512,28.77417266395487
tomato,100,40,90,6.139900788305714,1387.1646579045268,26.0434447821515
cauliflower,80,70,50,6.440571100287577,1322.2826026397254,25.926483495910265
brinjal,80,15,40,6.680307114546837,955.0986260036537,28.89037017989892
mango,20,20,30,5.064462225662678,693.4441132577226,26.953382179992417
bottlegourd,100,50,50,6.309789397164888,1070.0419701537483,28.17517450410754
onion,120,60,65,5.940348502090412,0.0,34.499640782649216
blackpepper,100,60,50,5.0826559577726425,2968.269639959916,27.182974682577886
cucumber,60,60,85,6.504769617085752,947.8594994766918,29.060185015049086
cauliflower,80,70,50,6.5420416997588005,1097.2456247363225,28.38698694557947
drumstick,40,20,10,6.670997325878167,2816.6905241704917,27.906410815113148
pumpkin,80,50,30,5.577231279687355,887.1535,27.62454545
drumstick,40,20,10,6.637639190167654,1286.0980220141087,27.668625230779597
bittergourd,60,10,20,6.4418596594020885,1383.900141204497,26.122840221949925
bottlegourd,100,50,50,6.513886610019326,1003.1128949533042,28.21239836747197
brinjal,80,15,40,6.48308545433144,1009.9119811834132,29.130599914757745
mango,20,20,30,5.136058379681054,505.3018689314774,27.997127438836564
cabbage,100,65,70,6.515284426705685,1019.6464055059708,28.02741543404416
cabbage,100,65,70,6.477707033828931,1108.5956761751204,28.436688802654018
potato,180,60,90,4.881661724536643,1317.4962389057846,27.92098042042212
potato,180,60,90,4.871629435302299,119.27322894871762,22.117822739673016
maize,80,40,20,5.54,331.88,35.34666667
jowar,80,40,40,5.64,1011.49,30.43
bittergourd,60,10,20,6.4016547477516506,799.9102023595366,27.435959662862683
sweetpotato,90,20,120,4.963639535351926,1082.9444915202096,29.304149035931644
garlic,50,10,60,5.633535408973277,721.2364207377294,28.170376877382985
sunflower,50,60,30,5.38,297.66,29.56666667
cabbage,100,65,70,6.611062415744124,1357.966455784257,26.07316402168516
onion,120,60,65,6.12329346479791,574.2615542250015,28.47019295465466
cucumber,60,60,85,6.373198368379193,936.4388836568996,28.894031109757123
tomato,100,40,90,5.898111758132932,742.2834148575145,26.549090689113758
mango,20,20,30,5.1869557377643645,842.0872264958739,28.075509508920998
sunflower,50,60,30,5.492451722180251,158.76584637515472,22.797160146085375
pineapple,160,40,120,6.502420282264394,1084.3402679509707,19.062577819579154
tomato,100,40,90,6.08963601750962,1134.6134393367424,28.285562101838345
pumpkin,80,50,30,5.651759763094444,887.1535,27.63773394469834
ladyfinger,80,10,40,6.4485995407729355,945.1588305620364,28.129181480204295
cauliflower,80,70,50,6.35410312664567,1330.8337915613276,26.003983230009677
cardamom,75,75,150,5.010342905759617,2835.0959437340052,28.079176861960203
cotton,120,40,20,5.396794113722592,656.2083221712472,25.4438693083944
sunflower,50,60,30,5.354929019795993,102.53569160272446,26.34991734054736
cardamom,75,75,150,5.155999335579964,1672.9735869892534,23.07922983749304
brinjal,80,15,40,6.502775655515116,1051.103395666138,28.642189993325108
bottlegourd,100,50,50,6.40708345728868,894.5096219049,27.78092456619348
potato,180,60,90,4.953395559570155,1948.1895580359105,25.3556201499386
jowar,80,40,40,5.36,199.2125,21.3
cotton,120,40,20,5.433969388473091,1130.5314842418557,28.673835173903036
garlic,50,10,60,5.44,689.88,29.03727273
jute,80,40,40,5.555933707847557,826.9086740975224,33.503783521652
cotton,120,40,20,5.481419009400789,201.6826436381489,27.03273932893399
pumpkin,80,50,30,5.497533153267372,881.8465,27.658428729462383
sweetpotato,90,20,120,5.048150576414424,964.9327631623952,28.672656702998356
bittergourd,60,10,20,6.325333347779234,2902.4497976404637,27.87153360503561
bittergourd,60,10,20,6.612923954547919,948.8198472806505,27.730029629620233
tomato,100,40,90,6.02593008521429,932.2146043137169,28.943182368739606
radish,25,100,50,5.9569392707129305,1368.4283594921092,25.959908941678354
cardamom,75,75,150,4.888910885519064,1120.3759174622314,27.587694711963064
pineapple,160,40,120,6.4162947440903615,1271.9365067628642,18.783608096232904
garlic,50,10,60,5.613307635962026,1082.8091567646964,29.08588038502289
coriander,10,20,20,6.682726669550058,411.2835992422607,29.48479962830485
cauliflower,80,70,50,6.663342905030046,1085.2870931695882,28.60774422870097
pumpkin,80,50,30,5.688104535789831,882.3802605829688,27.68454545
bittergourd,60,10,20,6.447344268244313,2768.819713157783,27.85088239186601
pineapple,160,40,120,6.4334051741871106,2119.462644581663,24.398839869880018
blackpepper,100,60,50,4.874293042001015,2093.2156558074007,23.88450938515892
soyabean,20,60,20,5.643993081596756,1067.3034778709305,26.763647124080144
radish,25,100,50,6.050072724560411,923.2711915089043,27.653405338732888
pineapple,160,40,120,6.524489034723132,916.1198257360044,27.162977272694434
cucumber,60,60,85,6.396049129750489,887.7937669234699,27.758425107470977
cucumber,60,60,85,6.488894205310126,944.9826476043899,28.895909258170022
radish,25,100,50,6.102552951979394,1305.9913501189894,26.167046965801255
sunflower,50,60,30,5.644643621373348,69.25364790661699,18.6729843493267
maize,80,40,20,5.631183260241803,228.89567588452869,25.42645418027259
garlic,50,10,60,5.461617511354338,1557.0247495044684,22.663264070397283
garlic,50,10,60,5.68,240.1,10.38
drumstick,40,20,10,6.662049298159233,2792.984829050802,27.901415083051038
onion,120,60,65,6.0769514827814115,919.53426810704,27.329663710126308
cardamom,75,75,150,5.133139509033492,2905.0192256976356,27.71731340232964
bottlegourd,100,50,50,6.534165387200201,1040.9435022018947,28.024141776119414
tomato,100,40,90,5.974741272666001,1628.0084132101051,22.694502641359897
cardamom,75,75,150,4.83439392288903,2822.8735206601023,28.123779953086036
brinjal,80,15,40,6.6082243122254125,823.3520716689677,27.57352568530478
cardamom,75,75,150,5.147272124226917,2862.577420847413,27.729817355944895
jowar,80,40,40,5.661102477050087,241.97923582737954,20.89505646445821
cauliflower,80,70,50,6.628496908558299,1162.1262630064743,28.628300744473787
cucumber,60,60,85,6.489498144548755,936.0646556918742,28.968570744589407
sweetpotato,90,20,120,5.067591383074858,2133.2270824847446,22.71987785882886
ladyfinger,80,10,40,6.310486210264992,1144.4493169454506,28.681944154264283
cardamom,75,75,150,5.093425242044463,964.165172469093,27.807783674416136
sunflower,50,60,30,5.652615390234862,1145.9434278252704,26.233512908185283
brinjal,80,15,40,6.56863585435902,994.4596803213461,27.45112252086332
bottlegourd,100,50,50,6.626066052251602,1327.936268148974,26.240910874658784
cotton,120,40,20,5.389043438811084,813.6831443995072,29.70700979098079
cauliflower,80,70,50,6.591496133428356,1153.684746542444,28.720525456501786
garlic,50,10,60,5.479905818107411,776.3861317546297,29.740115156866484
papaya,50,50,50,6.152412570584999,2169.2370046208753,23.722730712215668
blackpepper,100,60,50,5.074952161104979,394.6858079920645,27.7655638433872
orange,20,10,10,3.8334045921011866,1066.9479344631536,28.828993407770746
potato,180,60,90,4.82,70.598,18.92
radish,25,100,50,6.051160734866495,913.4472488811557,27.739452189578262
bottlegourd,100,50,50,6.387729688091697,967.864738163579,29.027194178824548
mango,20,20,30,4.876527055979241,997.5809264437489,27.295012196883967
drumstick,40,20,10,6.592661978134587,1111.5350751966619,27.641632367565578
maize,80,40,20,5.567933380533062,159.25883865502544,35.84771960942167
cucumber,60,60,85,6.4540560753595875,883.8472256768158,27.588905884950915
cauliflower,80,70,50,6.3074085165867775,1156.6422420711895,28.609733459530382
sweetpotato,90,20,120,5.126789732067098,984.4208420135836,28.345466205984593
bittergourd,60,10,20,6.6427853391166565,1335.2444107352048,25.93654124158032
brinjal,80,15,40,6.494879100259559,965.6466092079173,28.882376651878797
bittergourd,60,10,20,6.332594791578078,2884.593392162475,27.86368602104144
sweetpotato,90,20,120,5.000876706474558,1807.8511632130096,23.274041911539452
jute,80,40,40,5.533547911776656,612.5327666230893,33.0748070099772
bottlegourd,100,50,50,6.513669606171708,1079.1099142575977,28.271181316540236
papaya,50,50,50,5.949353882996273,959.0079292787104,28.73025550549941
cabbage,100,65,70,6.61525464465508,1130.1550909078055,28.5636229333483
rice,80,40,40,5.4,34.81,34.66666667
bittergourd,60,10,20,6.480868188429927,1046.2339747362817,27.434954316296547
mango,20,20,30,4.84095401310539,876.4874164095529,28.78581754127031
maize,80,40,20,5.62,579.75,34.01
onion,120,60,65,6.0,34.81,34.66666667
tomato,100,40,90,5.964888004008576,1075.559386501732,27.939267744192968
jowar,80,40,40,5.58,70.11,25.6
rice,80,40,40,5.64,87.2,23.106
rice,80,40,40,5.36,297.66,29.56666667
bottlegourd,100,50,50,6.563668995644591,868.9172426822145,27.578841456433565
maize,80,40,20,5.58,331.88,35.34666667
cucumber,60,60,85,6.34,942.8,28.99454545
garlic,50,10,60,5.571103849322736,926.5278596000707,29.887612133086424
pineapple,160,40,120,6.585443963336797,2117.461746878674,23.47157128758753
mango,20,20,30,4.863931366935503,1645.353520188748,22.97023965675098
cauliflower,80,70,50,6.432205327789452,1120.2626433030089,28.6991944501882
bottlegourd,100,50,50,6.609606225467686,1365.6077573177856,25.92237237891476
sweetpotato,90,20,120,5.095308839270488,1501.395093156353,26.439699213960218
papaya,50,50,50,6.125079321347664,1120.8993930057507,28.092033979272344
cardamom,75,75,150,5.164788536463048,2905.0192256976356,28.123779953086036
jackfruit,75,40,50,4.859437222749713,1512.5746578837015,25.98175367687622
sunflower,50,60,30,5.573995667073815,120.38965777509964,21.691317910237085
orange,20,10,10,3.916394810004482,2157.0252123971063,23.506441458642783
onion,120,60,65,5.96,1299.26,26.51818182
ladyfinger,80,10,40,6.464225323383843,1150.851881150271,28.76952370763958
jackfruit,75,40,50,4.945254216925356,963.0814010848728,27.646616385773854
cabbage,100,65,70,6.598024861113655,884.9833784429437,27.552586975113286
mango,20,20,30,4.991432869978083,2880.099397168047,28.119104939699664
drumstick,40,20,10,6.3501274065366955,786.420713669711,27.644770429222376
cucumber,60,60,85,6.509803241228548,941.1633329207377,28.93643525478845
cauliflower,80,70,50,6.460957319602484,1096.263706118211,28.654283050921595
bittergourd,60,10,20,6.651784393504293,1196.709775183175,26.20623652202397
orange,20,10,10,3.985916197143322,1202.221512259756,25.707945570883773
sweetpotato,90,20,120,5.0039115401185725,2751.9696019897738,27.168621297409878
grapes,20,125,200,4.0962232416085715,784.548418137616,26.62344795020809
papaya,50,50,50,6.101949474361784,1416.8639180402677,26.63669055012795
garlic,50,10,60,5.372060867300356,1455.2717407708008,27.26445788472016
banana,100,75,50,6.413287750087647,957.5253450983694,27.87206970144037
sweetpotato,90,20,120,5.186611105747867,629.0046687793765,34.32519717628489
maize,80,40,20,5.46,579.75,34.01
sweetpotato,90,20,120,5.1,689.88,29.03727273
blackpepper,100,60,50,4.841158175095079,680.7817991906468,27.478236820591906
potato,180,60,90,4.88,810.26,29.95636364
cotton,120,40,20,5.311487200155454,517.3735737178874,33.21400902885915
bittergourd,60,10,20,6.677226650835157,1191.3917190440418,25.977397480107868
cardamom,75,75,150,4.937949903283994,1514.5506174482534,22.723369262107553
rice,80,40,40,5.46,157.31,25.83333333
tomato,100,40,90,6.158974789172554,1420.3855616414,25.93865495655721
garlic,50,10,60,5.690935770808373,1495.284525122823,22.138909576474656
pumpkin,80,50,30,5.519065648687717,881.8465,27.68408923872528
maize,80,40,20,5.36,840.46,33.58333333
cabbage,100,65,70,6.512597535545631,1133.24259920613,28.775844754453406
radish,25,100,50,5.96,1350.025,26.01818182
coriander,10,20,20,6.64,1111.68,28.64818182
jackfruit,75,40,50,4.809989059538707,1026.8550850521945,27.829609920444046
orange,20,10,10,4.067707352768534,904.0044340801785,27.848953428033035
tomato,100,40,90,5.887703592876506,714.7430287817648,26.350839897053465
banana,100,75,50,6.656856743404148,1218.2929072955228,28.536792879242135
bottlegourd,100,50,50,6.4881697313201565,971.6848428891035,29.09035489108524
radish,25,100,50,5.85364568199757,1344.5564514496252,26.22186097637564
